objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,rights,rightsstatement,type,format,language,relation,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,proceso,soporte,iluminacion,tono,tipologia,polaridad
negativo_027,Negativo de vidrio,1890,,Anónimo,,"Vista exterior de una residencia rural de madera con arquitectura de influencia anglosajona, caracterizada por techos inclinados y tres chimeneas prominentes. Dos árboles de gran tamaño, sin follaje, flanquean la estructura central. La escena, desprovista de figuras humanas, evoca un entorno doméstico en una estación invernal o de transición.",,Negativo de vidrio; Granja histórica; Nueva Inglaterra,"Nueva Inglaterra, Estados Unidos",43.1939,-71.5724,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_027.jpg,sgo26o,image,/objects/negativo_027.jpg,/objects/small/negativo_027_sm.jpg,/objects/thumbs/negativo_027_th.jpg,,,Placa seca de gelatina sobre vidrio (Gelatin dry plate),Vidrio,Transmisión,Monocromático,Impresión,Positivo
negativo_028,Arquitectura vernacular,1890,,Anónimo,,"Vista de un conjunto rural compuesto por una casa de dos niveles y una estructura de madera que funciona como granero o bodega. La escena incluye árboles delgados sin follaje situados entre las edificaciones, sugiriendo una estación fría o un clima semiárido. El terreno es llano y despejado, característico de un asentamiento agrícola o ganadero en una zona de llanura, capturado en un plano general que muestra la disposición de las construcciones.",,Arquitectura vernacular; Negativo sobre vidrio; Vida rural,"Nueva Inglaterra, Estados Unidos",44,-72,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_028.jpg,1unqo,image,/objects/negativo_028.jpg,/objects/small/negativo_028_sm.jpg,/objects/thumbs/negativo_028_th.jpg,,,Placa seca de gelatina sobre soporte de vidrio (Dry Plate),Vidrio,Transmisión,Monocromático,Impresión,Positivo
negativo_029,Fotoperiodismo,1940,,Weegee (Arthur Fellig),,"Una toma documental que registra los daños estructurales de un automovil sedan tras una colision frontal en un entorno nocturno. El vehiculo presenta el cofre y la parrilla colapsados, con un resorte de suspension y piezas del parachoques esparcidas en el asfalto. Un hombre de pie observa la escena, capturada con la cruda estetica del periodismo policial mexicano de mediados del siglo XX.",,Fotoperiodismo; Accidente de tráfico; Weegee,"Nueva York, Estados Unidos",40.712776,-74.005974,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_029.jpg,89z66,image,/objects/negativo_029.jpg,/objects/small/negativo_029_sm.jpg,/objects/thumbs/negativo_029_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_030,Accidente automovilístico,1934,,Leslie Jones,,"La imagen captura la escena de un siniestro vial durante la década de 1930. Un automóvil sedán aparece detenido tras un impacto, rodeado por un grupo de hombres y mujeres que observan el incidente. En el fondo se aprecia una construcción de madera con múltiples ventanas y una densa red de cableado aéreo sostenida por postes de madera.",,Accidente automovilístico; Fotografía de prensa; Gran Depresión,"Boston o alrededores, Massachusetts, Estados Unidos.",42.3601,-71.0589,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_030.jpg,s9zy2n,image,/objects/negativo_030.jpg,/objects/small/negativo_030_sm.jpg,/objects/thumbs/negativo_030_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_031,Arquitectura Colonial,1890,,Henry S. Wyer,,"La imagen muestra una residencia rural de madera de dos niveles con una chimenea central prominente. La casa está rodeada por árboles de gran tamaño despojados de follaje, situados en un terreno irregular. Al fondo a la izquierda se aprecia una estructura secundaria menor, posiblemente un cobertizo o granero, bajo un cielo oscuro debido a la polaridad negativa de la toma.",,Arquitectura Colonial; Negativo de Vidrio; Nantucket,"Nantucket, Massachusetts, Estados Unidos",41.2882,-70.1064,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_031.jpg,ezt4kb,image,/objects/negativo_031.jpg,/objects/small/negativo_031_sm.jpg,/objects/thumbs/negativo_031_th.jpg,,,Placa negativa de vidrio (dry plate) de gelatina-bromuro,Vidrio,Transmisión,Monocromático,Impresión,Positivo
negativo_032,Mantilla,1925,,Agustín Víctor Casasola (Atribuido),,"Un retrato grupal de doce mujeres posando en un espacio interior con arquería de piedra. Las mujeres están dispuestas en dos filas, algunas sentadas en sillas y otras en el suelo. Visten una mezcla de indumentaria regional mexicana, destacando mantillas de encaje y tocados tradicionales del Istmo de Tehuantepec, junto con vestidos de estilo contemporáneo de la primera mitad del siglo XX.",,Mantilla; Retrato de grupo; México colonial,"Ciudad de México, México",19.4326,-99.1332,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_032.jpg,h8fbwc,image,/objects/negativo_032.jpg,/objects/small/negativo_032_sm.jpg,/objects/thumbs/negativo_032_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_033,Tehuana,1930,,Luis Márquez Romay,,"La imagen muestra a un grupo de cuatro mujeres ataviadas con indumentaria tradicional, posiblemente del Istmo de Tehuantepec, destacando el uso de mantillas de encaje y un tocado de resplandor. Posan sentadas en un espacio interior de techos altos con una columna de piedra y un ventanal al fondo, sugiriendo un retrato formal en un recinto histórico o gubernamental.",,Tehuana; Oaxaca; Indumentaria tradicional,"Santo Domingo Tehuantepec, Oaxaca, México",16.3267,-95.2411,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_033.jpg,nrrs4r,image,/objects/negativo_033.jpg,/objects/small/negativo_033_sm.jpg,/objects/thumbs/negativo_033_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_034,Segunda Guerra Mundial,1942,,Agustín Víctor Casasola (Agencia Casasola),,"Fotografía en negativo que muestra un monumento conmemorativo de estilo modernista con relieves de cadetes y el escudo nacional mexicano en la parte superior. La escena se desarrolla frente a un edificio de arquitectura institucional o académica, donde se aprecia a dos individuos portando uniformes militares que caminan hacia un pórtico iluminado al fondo.",,Segunda Guerra Mundial; Ejército de los Estados Unidos; Relaciones México-Estados Unidos,"Calle Niza 53, Colonia Juárez, Ciudad de México, México",19.4259,-99.1625,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_034.jpg,vqkqf8,image,/objects/negativo_034.jpg,/objects/small/negativo_034_sm.jpg,/objects/thumbs/negativo_034_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_035,México Posrevolucionario,1928,,Agencia Casasola (Atribuido),,"Escena urbana capturada en una calle de arquitectura colonial en México a finales de 1928. En la composición se aprecian diversas figuras humanas, incluyendo hombres con sombreros de ala ancha y mujeres con rebozos, situados frente a fachadas con puertas altas y molduras clásicas. La imagen documenta la atmósfera social y el entorno construido durante el periodo del Maximato.",,México Posrevolucionario; Archivo Casasola; Negativo de nitrato,"Ciudad de México, México",19.4326,-99.1332,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_035.jpg,hm3t8t,image,/objects/negativo_035.jpg,/objects/small/negativo_035_sm.jpg,/objects/thumbs/negativo_035_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_036,México 1928,1928,,Anónimo,,"Imagen de un negativo que muestra una escultura de águila con un fascio littorio, emblema del fascismo italiano. La pieza se encuentra ante un edificio de arquitectura neoclásica con balaustradas y ventanas enmarcadas. El registro documenta probablemente la influencia o presencia diplomática de Italia en México durante el periodo de entreguerras.",,México 1928; Campesinos; Fotografía de 35mm,México (posiblemente región central o rural),19.4326,-99.1332,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_036.jpg,0in9bl,image,/objects/negativo_036.jpg,/objects/small/negativo_036_sm.jpg,/objects/thumbs/negativo_036_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_037,Fascismo,1930,,Anónimo,,"La imagen muestra un grupo de personas congregadas en lo que parece ser un evento público o una asamblea en un espacio interior espacioso. Debido a un severo proceso de degradación química y física en el centro del negativo, los sujetos principales están ocultos, dejando visibles únicamente a los asistentes en los extremos laterales, quienes visten indumentaria formal característica de mediados del siglo XX en México.",,Fascismo; Stile Littorio; Fasces,"Roma, Italia",41.8902,12.4922,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_037.jpg,i1s348,image,/objects/negativo_037.jpg,/objects/small/negativo_037_sm.jpg,/objects/thumbs/negativo_037_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_038,Negativo de acetato,1940,,Anónimo,,"Plano técnico de la Ciudad de México fechado en mayo de 1929, que muestra estudios de la Dirección de Obras Públicas para la zona de la Plaza de la Penitenciaría. La imagen es un negativo de reproducción que detalla la traza urbana y lotificación a escala 1:600, evidenciando un avanzado estado de deterioro material.",,Negativo de acetato; Degradación química; Espejeo de plata,"Rochester, Nueva York (Sede de Eastman Kodak)",43.1566,-77.6088,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_038.jpg,kxvv3x,image,/objects/negativo_038.jpg,/objects/small/negativo_038_sm.jpg,/objects/thumbs/negativo_038_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Impresión,Positivo
negativo_039,Cartografía urbana,1929,,Dirección de Obras Públicas del Departamento del Distrito Federal,,"Negativo de un plano técnico o catastral que documenta el alineamiento de la antigua 'Calle de los Albañices' en la Ciudad de México. El registro incluye detalles sobre banquetas y predios vacíos designados como 'lote sin fincar', funcionando como una herramienta de planificación urbana o regularización predial de mediados del siglo XX.",,Cartografía urbana; Ciudad de México; Penitenciaría de Lecumberri,"Plaza de la Penitenciaría (Lecumberri), Ciudad de México, México.",19.435,-99.115,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_039.jpg,a2twqs,image,/objects/negativo_039.jpg,/objects/small/negativo_039_sm.jpg,/objects/thumbs/negativo_039_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_040,Planificación Urbana,1930,,Anónimo (Personal técnico del Departamento del Distrito Federal),,"Dos tiras de negativos fotográficos que muestran escenas de la vida social de mediados del siglo XX. La tira superior registra una ceremonia formal, posiblemente una boda, con figuras vestidas de gala en un interior ornamentado. La tira inferior documenta una reunión familiar en exteriores, donde un grupo de adultos y niños posan frente a un jardín y un automóvil de época.",,Planificación Urbana; Catastro; Cartografía,"Ciudad de México, México",19.4447,-99.1175,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_040.jpg,1o18a,image,/objects/negativo_040.jpg,/objects/small/negativo_040_sm.jpg,/objects/thumbs/negativo_040_th.jpg,,,Película negativa de hoja (sheet film),Película,Transmisión,Monocromático,Impresión,Positivo
negativo_041,Fotografía vernácula,1952,,Anónimo,,"Retrato doméstico capturado en el exterior de una vivienda con fachada de ladrillo. Se observa a una mujer adulta y a un joven de pie sobre un pequeño pórtico, acompañados por un perro de pelo largo en primer plano. La vestimenta de los sujetos, que incluye un vestido oscuro y una chaqueta de diseño cuadriculado, sitúa la escena en un contexto familiar cotidiano de mediados del siglo XX.",,Fotografía vernácula; Cultura suburbana; Retrato familiar,Estados Unidos (Región del Medio Oeste o Costa Este),39.8283,-98.5795,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_041.jpg,38kqqk,image,/objects/negativo_041.jpg,/objects/small/negativo_041_sm.jpg,/objects/thumbs/negativo_041_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_042,Fotografía familiar,1950,,Anónimo,,"Retrato de estudio de una mujer joven con estética de mediados del siglo XX. La figura luce un peinado ondulado, maquillaje de época y joyería elegante, incluyendo un broche floral en su vestimenta bordada. El fondo de cortinas con pliegues verticales y la iluminación dirigida son característicos del retrato cinematográfico profesional en México.",,Fotografía familiar; Arquitectura suburbana; Vida cotidiana,Estados Unidos (región del Medio Oeste o Costa Este),41.8781,-87.6298,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_042.jpg,y27qd,image,/objects/negativo_042.jpg,/objects/small/negativo_042_sm.jpg,/objects/thumbs/negativo_042_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_043,Época de Oro del cine mexicano,1945,,Víctor Herrera,,"Fragmento de una fotografía monocroma que presenta un patrón rítmico de líneas curvas paralelas, generando un juego de luces y sombras profundas sobre una superficie estriada. En el extremo derecho se observa parcialmente el perfil de una persona con cabello oscuro y ondulado. La composición enfatiza la abstracción y la textura del entorno, integrando la figura humana en un espacio de diseño geométrico.",,Época de Oro del cine mexicano; Libertad Lamarque; Retrato de estudio,"Ciudad de México, México",19.4326,-99.1332,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_043.jpg,ghzba6a,image,/objects/negativo_043.jpg,/objects/small/negativo_043_sm.jpg,/objects/thumbs/negativo_043_th.jpg,,,Negativo de hoja (sheet film) de formato grande,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_044,Arquitectura modernista,1950,,Hermanos Mayo (atribución probable),,Retrato de perfil de una persona adulta mayor capturada en un primer plano. La imagen muestra al sujeto mirando hacia arriba con una iluminación dirigida que resalta los contornos faciales sobre un fondo oscuro. Se trata de un negativo fotográfico de estudio que enfatiza las texturas de la piel y la estructura ósea del rostro.,,Arquitectura modernista; Kodak Safety Film; Fotografía de archivo,"Ciudad de México, México",19.4326,-99.1332,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_044.jpg,vq7a84,image,/objects/negativo_044.jpg,/objects/small/negativo_044_sm.jpg,/objects/thumbs/negativo_044_th.jpg,,,Película negativa de placa (sheet film),Película,Transmisión,Monocromático,Impresión,Positivo
negativo_045,Alfred Hitchcock,1955,,Anónimo (Fotógrafo de estudio de Paramount o Universal),,Una persona posa con equipo de esquí en una zona montañosa nevada. La escena incluye vehículos de la época estacionados a los costados y un paisaje de coníferas al fondo donde se vislumbran otros esquiadores. La vestimenta y los accesorios son típicos de la recreación alpina de mediados del siglo XX.,,Alfred Hitchcock; Negativo de placa; Perfil iconográfico,"Hollywood, Los Ángeles, California",34.0928,-118.3287,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_045.jpg,4uu7dd,image,/objects/negativo_045.jpg,/objects/small/negativo_045_sm.jpg,/objects/thumbs/negativo_045_th.jpg,,,Película de seguridad (Safety Film) de acetato de celulosa,Película,Transmisión,Monocromático,Impresión,Positivo
negativo_046,Esquí,1950,,Anónimo,,"Dos fotogramas de un negativo fotográfico que capturan una residencia de estilo arquitectónico victoriano o Queen Anne. La imagen superior muestra una perspectiva lateral de la casa, mientras que la inferior presenta una vista frontal directa de la fachada con su porche. La propiedad cuenta con múltiples chimeneas, techos a dos aguas y una galería ornamentada, situada en un entorno con árboles de hoja caduca desprovistos de follaje, lo que sugiere una toma invernal o otoñal.",,Esquí; Turismo invernal; Moda deportiva,"Nueva Inglaterra, Estados Unidos (probablemente Vermont o New Hampshire)",44.4654,-72.6845,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_046.jpg,3a8aff,image,/objects/negativo_046.jpg,/objects/small/negativo_046_sm.jpg,/objects/thumbs/negativo_046_th.jpg,,,Negativo de película de blanco y negro,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_047,Arquitectura Reina Ana,1945,,Anónimo (Atribuible al Historic American Buildings Survey),,"Secuencia de negativos que capturan escenas de turismo y vida cotidiana. Se observan personas descansando en estructuras de piedra similares a un anfiteatro o sitio arqueológico, una vista de un templo religioso con cúpula, avestruces en un recinto y una calle nocturna con una zapatería local. La vestimenta de los sujetos y los modelos de vehículos sugieren finales del siglo XX.",,Arquitectura Reina Ana; Negativo de Seguridad; Patrimonio Histórico,"Nueva Inglaterra, Estados Unidos",42.3601,-71.0589,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_047.jpg,v51b6b,image,/objects/negativo_047.jpg,/objects/small/negativo_047_sm.jpg,/objects/thumbs/negativo_047_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_048,Yucatán,1995,,Anónimo,,"Dos tiras de negativos que contienen seis fotogramas en total, mostrando escenas de infancia en un entorno exterior. Las imágenes retratan a niños pequeños, vestidos con ropa de época, posando de manera informal frente a muros de piedra y jardines. Se observa una toma de dos infantes juntos y varias capturas individuales que documentan momentos de la vida familiar privada.",,Yucatán; Arqueología; Vida cotidiana,"Izamal y alrededores, Yucatán, México",20.9311,-89.0181,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_048.jpg,4yfs1g,image,/objects/negativo_048.jpg,/objects/small/negativo_048_sm.jpg,/objects/thumbs/negativo_048_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Impresión,Positivo
negativo_049,Fotografía vernácula,1950,,Anónimo (Fotografía familiar),,"Un hombre joven con anteojos y saco aparece sentado sobre una valla de madera en primer plano. Detrás de él se observa un gran letrero publicitario que anuncia la entrada a 'Ausable Chasm', destacando servicios de estacionamiento gratuito y tienda de regalos. La composición sugiere una fotografía de viaje o turística capturada a mediados del siglo XX.",,Fotografía vernácula; Infancia; Medio formato,Estados Unidos (Región suburbana),39.8283,-98.5795,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_049.jpg,iv69o2,image,/objects/negativo_049.jpg,/objects/small/negativo_049_sm.jpg,/objects/thumbs/negativo_049_th.jpg,,,Negativos de rollo en blanco y negro,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_050,Ausable Chasm,1950,,Anónimo,,"Escena urbana capturada a mediados del siglo XX que muestra a una mujer caminando por una calle comercial. Al fondo se aprecian fachadas de edificios con arquitectura ecléctica, destacando ventanales con marcos ornamentados y escaparates de negocios. La composición refleja el dinamismo cotidiano y la estructura urbana de un centro comercial histórico durante la posguerra.",,Ausable Chasm; Turismo; Señalización,"Ausable Chasm, Keeseville, Nueva York, EE. UU.",44.5242,-73.4619,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_050.jpg,zersr2,image,/objects/negativo_050.jpg,/objects/small/negativo_050_sm.jpg,/objects/thumbs/negativo_050_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_051,Negativo de gelatina,1948,,Anónimo (Fotografía vernácula),,"Retrato de un hombre joven de pie frente a un automóvil descapotable de mediados de la década de 1930. El individuo viste un suéter tipo cárdigan oscuro y pantalones de tono claro. La escena se desarrolla en una calle urbana con edificios de ladrillo al fondo y un árbol sin hojas, lo que sugiere una estación invernal o de otoño.",,Negativo de gelatina; Arquitectura comercial americana; Moda femenina 1940s,Medio Oeste de los Estados Unidos (ej. Ohio o Illinois),40.4173,-82.9071,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_051.jpg,1sjk2o,image,/objects/negativo_051.jpg,/objects/small/negativo_051_sm.jpg,/objects/thumbs/negativo_051_th.jpg,,,Película de hoja (Sheet Film) de formato 4x5 pulgadas,Película,Transmisión,Monocromático,Impresión,Positivo
negativo_052,Automóvil de época,1935,,Anónimo,,"Retrato de tres niños sentados en los escalones de piedra de un jardín o parque. Los infantes, dos de mayor edad y uno más pequeño situado al frente, visten ropa formal de época. El entorno se compone de una densa vegetación arbolada en el plano medio y un cielo que domina la composición superior en este formato negativo.",,Automóvil de época; Negativo fotográfico; Arquitectura urbana,Noreste de Estados Unidos (región del Atlántico Medio),39.9526,-75.1652,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_052.jpg,h2foi6,image,/objects/negativo_052.jpg,/objects/small/negativo_052_sm.jpg,/objects/thumbs/negativo_052_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_053,Retrato infantil,1940,,Anónimo,,"Escena grupal en plano general que muestra a un conjunto de hombres con vestimenta militar de gran gala en un espacio interior. Los sujetos portan uniformes con condecoraciones, bandas cruzadas, sables y tocados que varían entre bicornios y gorras de plato. La disposición es formal y frontal, sugiriendo un retrato oficial o una ceremonia protocolaria de alto rango.",,Retrato infantil; Negativo fotográfico; Moda mediados de siglo,"Región de Nueva Inglaterra, Estados Unidos",42.3601,-71.0589,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_053.jpg,uwfwhv,image,/objects/negativo_053.jpg,/objects/small/negativo_053_sm.jpg,/objects/thumbs/negativo_053_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_054,Armada Imperial Japonesa,1928,,Fotógrafo oficial de la Agencia de la Casa Imperial (Kunaich?),,"Retrato grupal de aproximadamente quince figuras masculinas ataviadas con uniformes militares o diplomáticos de gala, alineadas en un recinto oficial. Los hombres visten guerreras oscuras con botones metálicos, charreteras, condecoraciones y portan espadines ceremoniales; algunos usan bicornios y otros gorras de plato. La imagen muestra una severa deformación física y química en su soporte.",,Armada Imperial Japonesa; Emperador Hirohito; Uniforme de gala,"Palacio Imperial (K?kyo), Tokio, Japón",35.6852,139.7528,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_054.jpg,37cnvd,image,/objects/negativo_054.jpg,/objects/small/negativo_054_sm.jpg,/objects/thumbs/negativo_054_th.jpg,,,Impresión plata gelatina de revelado,Vidrio,Transmisión,Monocromático,Negativo,Negativo
negativo_055,Uniformes de gala,1900,,Agustín Víctor Casasola,,"Escena cotidiana en una calle mexicana de principios del siglo XX. Se observa una edificación de una planta con múltiples ventanas donde asoman personas, mientras dos hombres con sombrero y traje permanecen de pie junto a un acceso. La calle está empedrada y cuenta con postes de servicios públicos, reflejando la transición hacia la modernidad urbana.",,Uniformes de gala; Porfiriato; Negativo de nitrato,"Ciudad de México, México (Probablemente Castillo de Chapultepec)",19.403,-99.182,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_055.jpg,zceojs,image,/objects/negativo_055.jpg,/objects/small/negativo_055_sm.jpg,/objects/thumbs/negativo_055_th.jpg,,,Película flexible de gran formato,Película,Transmisión,Monocromático,Impresión,Positivo
negativo_056,Arquitectura vernácula,1930,,Anónimo (Atribuible a fotógrafos de la Agencia Casasola o cronistas locales),,"Retrato femenino de cuerpo completo en un entorno invernal. La mujer posa sobre una acera vistiendo un abrigo de tonos claros con detalles de piel en el cuello y puños, complementado con un gorro y calzado protector para el frío. Al fondo se aprecia una vivienda de arquitectura residencial y árboles sin follaje, sugiriendo una ubicación en regiones de clima templado o frío.",,Arquitectura vernácula; Vida cotidiana; Negativo de nitrato,"Región del Bajío, probablemente Querétaro o Guanajuato, México",20.5881,-100.3899,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_056.jpg,xwaf1,image,/objects/negativo_056.jpg,/objects/small/negativo_056_sm.jpg,/objects/thumbs/negativo_056_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_057,Moda invernal,1930,,Anónimo,,"Escena grupal de cuatro jóvenes sentados al aire libre, posiblemente en un jardín o paraje natural. Los sujetos, tres mujeres y un hombre, lucen vestimenta informal de mediados del siglo XX, incluyendo pantalones con lunares y blusas de tirantes. La atmósfera refleja un momento de esparcimiento social y camaradería juvenil en un entorno doméstico o vacacional.",,Moda invernal; Negativo fotográfico; Arquitectura residencial,"Medio Oeste, Estados Unidos (posiblemente Illinois o Michigan)",41.8781,-87.6298,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_057.jpg,e5clji,image,/objects/negativo_057.jpg,/objects/small/negativo_057_sm.jpg,/objects/thumbs/negativo_057_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_058,Moda de verano 1950,1950,,Anónimo,,"Escena invernal capturada en un negativo fotográfico que muestra a dos personas jóvenes con abrigos de invierno y sombreros de época. Se encuentran frente a una casa de gran tamaño con una torre cónica, representativa de la arquitectura residencial de principios del siglo XX. El entorno incluye árboles caducifolios desnudos y lo que parece ser un jardín cubierto de nieve bajo una iluminación diurna.",,Moda de verano 1950; Fotografía vernácula; Retrato de grupo,"Estados Unidos, región del Noreste",41,-72,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_058.jpg,48soha,image,/objects/negativo_058.jpg,/objects/small/negativo_058_sm.jpg,/objects/thumbs/negativo_058_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_059,Arquitectura Reina Ana,1927,,Anónimo,,"Dos fotogramas consecutivos de un negativo que muestran a un infante sentado sobre un muro de piedra volcanica de corte irregular. El niño viste ropa tipica de mediados del siglo XX, compuesta por camisa, pantalones cortos y calcetas altas oscuras. Al fondo se aprecia vegetacion densa y el acceso a una vivienda, sugiriendo una escena domestica privada en Mexico.",,Arquitectura Reina Ana; Sombrero Cloché,"Saint Paul, Minnesota, Estados Unidos",44.9537,-93.09,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_059.jpg,evgx6,image,/objects/negativo_059.jpg,/objects/small/negativo_059_sm.jpg,/objects/thumbs/negativo_059_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_060,Retrato infantil,1950,,Anónimo,,"Tres infantes posan sentados en una banca de madera clara situada en un patio o jardín doméstico. Un niño en el extremo izquierdo sostiene lo que parece ser una muñeca o un bebé pequeño; a su lado, dos niñas visten ropa de abrigo, incluyendo gorros y suéteres de punto. El fondo está compuesto por macetas con diversas plantas y un tambo o barril metálico, creando una atmósfera familiar cotidiana.",,Retrato infantil; Negativo fotográfico; Fotografía vernácula,"Entorno residencial suburbano, posiblemente en la región del Atlántico Medio, Estados Unidos.",38.9072,-77.0369,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_060.jpg,ywqwqp,image,/objects/negativo_060.jpg,/objects/small/negativo_060_sm.jpg,/objects/thumbs/negativo_060_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_061,Retrato infantil,1930,,Anónimo,,"Un retrato de estudio de una mujer con peinado voluminoso y chaqueta de pana, característico de la moda de los años sesenta en México. La imagen es un negativo que captura un plano medio de la persona, con una iluminación clara que resalta las texturas y el estilo de la época. La composición sugiere un encargo profesional para fines sociales o de archivo personal.",,Retrato infantil; Negativo fotográfico; Vida cotidiana,"Madrid, España",40.4168,-3.7038,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_061.jpg,lxxngm,image,/objects/negativo_061.jpg,/objects/small/negativo_061_sm.jpg,/objects/thumbs/negativo_061_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
negativo_062,Retrato de estudio,1965,,Francisco Herrera (Estudio Herrera),,"Serie de negativos fotográficos que capturan momentos de una celebración familiar, probablemente un cumpleaños infantil en un entorno doméstico. Se distinguen escenas de una niña frente a un pastel de varios pisos con el nombre 'Alejandra' y la palabra 'felicidades', así como retratos de mujeres en salas de estar decoradas con muebles de madera, tapices y alfombras, reflejando la vida cotidiana de una familia de clase media.",,Retrato de estudio; Negativo fotográfico; Moda años 60,"Madrid, España",40.4167,-3.7033,,,,,,,,Image;StillImage,image/jpeg,es,,negativo_062.jpg,wutup5,image,/objects/negativo_062.jpg,/objects/small/negativo_062_sm.jpg,/objects/thumbs/negativo_062_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
